idx,Vin,Vref,P,D1,D2,D0,Validity,ipk2pk,irms,vp_t1,vp_t2,vp_t3,vp_t4,vs_t1,vs_t2,vs_t3,vs_t4,Vo
4170,200,240,400,0.78,0.84,0.04081926,1,11.5944722,3.472533874,0,0,0,1,1,1,1,1,240.0505708
4171,200,240,400,0.78,0.86,0.040581233,1,12.12623294,3.715396287,0,0,0,1,1,1,1,1,239.8833746
4172,200,240,400,0.78,0.88,0.020171048,1,11.9361988,3.667522702,0,0,0,1,1,1,1,1,240.1197728
4173,200,240,400,0.78,0.9,0.021119941,1,12.7401239,3.881456264,0,0,0,0,1,1,1,1,239.8294648
4174,200,240,400,0.78,0.92,0.000287838,1,13.20068375,3.82150909,0,0,0,0,1,1,1,1,240.1204297
4175,200,240,400,0.78,0.94,-0.001038674,1,14.09977909,3.660966639,0,0,0,0,1,1,1,1,240.0793006
4176,200,240,400,0.78,0.96,-0.020020623,1,15.04326956,3.623340066,0,0,0,0,1,1,1,1,240.168952
4177,200,240,400,0.78,0.98,-0.019547514,1,16.19590655,4.072071703,0,0,0,0,1,1,1,1,239.9477513
4178,200,240,400,0.78,1,-0.03971164,1,16.98342707,3.959160248,0,0,0,0,1,1,1,1,240.1299935
4179,200,240,400,0.8,0.6,0.158669068,1,10.35938072,2.635387069,1,1,1,1,0,1,1,1,240.0856984
4180,200,240,400,0.8,0.62,0.157524379,1,10.74123047,2.73598287,1,1,1,1,0,1,1,1,240.0482775
4181,200,240,400,0.8,0.64,0.160063614,1,11.53223194,3.04929689,1,1,1,1,1,1,1,1,239.8157788
4182,200,240,400,0.8,0.66,0.160055347,1,11.60243721,3.089443705,0,0,1,0,1,1,1,1,239.7610826
4183,200,240,400,0.8,0.68,0.139922469,1,9.929598051,2.453553315,0,0,0,0,1,1,1,1,239.9657025
4184,200,240,400,0.8,0.7,0.136573122,1,10.48423491,2.661330865,0,0,0,0,1,1,1,1,240.0916167
4185,200,240,400,0.8,0.72,0.119953033,1,9.808354017,2.463386849,0,0,0,0,1,1,1,1,239.9345252
4186,200,240,400,0.8,0.74,0.102978535,1,10.76539929,2.846659751,0,0,0,0,1,1,1,1,239.852501
4187,200,240,400,0.8,0.76,0.09866348,1,10.57160499,2.837255485,0,0,0,0,1,1,1,1,240.0608726
4188,200,240,400,0.8,0.78,0.080930999,1,11.1114606,3.068119606,0,0,0,0,1,1,1,1,240.0348896
4189,200,240,400,0.8,0.8,0.07757371,1,10.90574265,3.063239571,0,0,0,0,1,1,1,1,240.1473071
4190,200,240,400,0.8,0.82,0.062101707,1,11.41356089,3.277209759,0,0,0,0,1,1,1,1,239.9052984
4191,200,240,400,0.8,0.84,0.058355683,1,10.78393525,3.133664952,0,0,0,1,1,1,1,1,240.0410416
4192,200,240,400,0.8,0.86,0.041825839,1,11.74365208,3.475551419,0,0,0,1,1,1,1,1,239.9281805
4193,200,240,400,0.8,0.88,0.04051032,1,12.29515912,3.706307599,0,0,0,1,1,1,1,1,239.8786352
4194,200,240,400,0.8,0.9,0.022483391,1,11.73034941,3.520273224,0,0,0,0,1,1,1,1,239.8498203
4195,200,240,400,0.8,0.92,0.018541358,1,12.35526993,3.485373839,0,0,0,0,1,1,1,1,240.0182515
4196,200,240,400,0.8,0.94,0.001649736,1,13.3294591,3.770789547,0,0,0,0,1,1,1,1,239.9826063
4197,200,240,400,0.8,0.96,-0.001462728,1,14.25946523,3.592665231,0,0,0,0,1,1,1,1,240.1094229
4198,200,240,400,0.8,0.98,-0.019361911,1,15.24074891,3.844498834,0,0,0,0,1,1,1,1,240.1314493
4199,200,240,400,0.8,1,-0.019633889,1,15.82751729,3.975950586,0,0,0,0,1,1,1,1,239.9523747
4200,200,240,400,0.82,0.6,0.163894778,1,10.73151435,2.810281299,1,1,1,1,0,1,1,0,239.7913953
4201,200,240,400,0.82,0.62,0.159306628,1,10.51077602,2.685281898,1,1,1,1,0,1,1,1,240.0114267
4202,200,240,400,0.82,0.64,0.1602626,1,11.53223194,3.050918291,1,1,1,1,0,1,1,0,239.7959506
4203,200,240,400,0.82,0.66,0.158191847,1,10.34556994,2.584620657,1,1,1,1,1,1,1,1,239.9518975
4204,200,240,400,0.82,0.68,0.15957291,1,10.34556994,2.590300925,1,1,1,1,1,1,1,1,239.7470974
4205,200,240,400,0.82,0.7,0.139821381,1,10.08789816,2.507980631,0,0,0,0,1,1,1,1,239.9732512
4206,200,240,400,0.82,0.72,0.129159129,1,10.68946089,2.733466482,0,0,0,0,1,1,1,1,240.383509
4207,200,240,400,0.82,0.74,0.119164518,1,10.40700164,2.678798994,0,0,0,0,1,1,1,1,240.0095019
4208,200,240,400,0.82,0.76,0.101676449,1,10.94591943,2.907443757,0,0,0,0,1,1,1,1,239.9612565
4209,200,240,400,0.82,0.78,0.100076209,1,11.49600747,3.164637329,0,0,0,0,1,1,1,1,239.9354373
4210,200,240,400,0.82,0.8,0.082175364,1,10.82745085,2.970774152,0,0,0,0,1,1,1,1,239.8679605
4211,200,240,400,0.82,0.82,0.078323018,1,10.62522789,2.945881797,0,0,0,0,1,1,1,1,240.0432187
4212,200,240,400,0.82,0.84,0.059173228,1,10.40426416,2.940154432,0,0,0,1,1,1,1,1,240.1203369
4213,200,240,400,0.82,0.86,0.058006245,1,10.95379036,3.145836295,0,0,0,1,1,1,1,1,240.0581106
4214,200,240,400,0.82,0.88,0.04166388,1,11.48347003,3.353321798,0,0,0,1,1,1,1,1,239.901682
4215,200,240,400,0.82,0.9,0.039996557,1,11.24545368,3.306077957,0,0,0,1,1,1,1,1,239.8529659
4216,200,240,400,0.82,0.92,0.020335694,1,12.26986373,3.629615063,0,0,0,1,1,1,1,1,240.0589585
4217,200,240,400,0.82,0.94,0.017460784,1,12.52798739,3.447644514,0,0,0,0,1,1,1,1,240.108347
4218,200,240,400,0.82,0.96,0.000347567,1,13.50028198,3.726426996,0,0,0,0,1,1,1,1,240.0726213
4219,200,240,400,0.82,0.98,-0.00276414,1,14.4326682,3.523894591,0,0,0,0,1,1,1,1,240.2236971
4220,200,240,400,0.82,1,-0.019156832,1,14.93742555,3.765729687,0,0,0,0,1,1,1,1,240.2255567
4221,200,240,400,0.84,0.6,0.179129828,1,10.36509339,2.721052167,1,1,1,1,0,1,1,1,240.0335765
4222,200,240,400,0.84,0.62,0.163409988,1,9.690631966,2.447729543,1,1,1,1,1,1,1,1,239.764415
4223,200,240,400,0.84,0.64,0.158408567,1,10.68483559,2.742824171,1,1,1,1,0,1,1,1,240.0920932
4224,200,240,400,0.84,0.66,0.157846795,1,10.34556994,2.58862053,1,1,1,1,1,1,1,1,239.9865868
4225,200,240,400,0.84,0.68,0.160018966,1,11.53223194,3.050217165,1,1,1,1,1,1,1,1,239.8216322
4226,200,240,400,0.84,0.7,0.157752379,1,10.46989578,2.633441143,0,0,0,0,1,1,1,1,239.9051577
4227,200,240,400,0.84,0.72,0.138731532,1,10.26053409,2.566879457,0,0,0,0,1,1,1,1,240.0822925
4228,200,240,400,0.84,0.74,0.120507563,1,10.81065144,2.786819955,0,0,0,0,1,1,1,1,240.0864764
4229,200,240,400,0.84,0.76,0.119827085,1,10.12815041,2.57938001,0,0,0,0,1,1,1,1,239.9179328
4230,200,240,400,0.84,0.78,0.100265046,1,11.12971453,2.968002659,0,0,0,0,1,1,1,1,240.0838848
4231,200,240,400,0.84,0.8,0.099440393,1,10.44778714,2.775184365,0,0,0,0,1,1,1,1,239.9243786
4232,200,240,400,0.84,0.82,0.078907269,1,10.24959228,2.763779147,0,0,0,0,1,1,1,1,240.1370139
4233,200,240,400,0.84,0.84,0.078236918,1,10.7880164,2.975726315,0,0,0,0,1,1,1,1,240.0278438
4234,200,240,400,0.84,0.86,0.059388621,1,10.56603804,2.957426192,0,0,0,1,1,1,1,1,240.0789163
4235,200,240,400,0.84,0.88,0.059188069,1,11.09685463,3.148580843,0,0,0,1,1,1,1,1,239.919462
4236,200,240,400,0.84,0.9,0.039531478,1,10.89167464,3.123924404,0,0,0,1,1,1,1,1,240.0549678
4237,200,240,400,0.84,0.92,0.039213295,1,11.4263066,3.292908298,0,0,0,1,1,1,1,1,239.9109657
4238,200,240,400,0.84,0.94,0.019666499,1,11.69309508,3.251009889,0,0,0,1,1,1,1,1,240.0459046
4239,200,240,400,0.84,0.96,0.019416037,1,12.64178871,3.390797129,0,0,0,0,1,1,1,1,239.8918641
4240,200,240,400,0.84,0.98,-6.04E-05,1,13.59001271,3.21001997,0,0,0,0,1,1,1,1,240.1003037
4241,200,240,400,0.84,1,0.000357625,1,14.58319284,3.953838087,0,0,0,0,1,1,1,1,239.8994535
4242,200,240,400,0.86,0.6,0.183397584,1,10.74378901,2.89433204,1,1,1,1,0,1,1,0,239.8360231
4243,200,240,400,0.86,0.62,0.178674335,1,10.52764997,2.75822307,1,1,1,1,0,1,1,1,240.073893
4244,200,240,400,0.86,0.64,0.159719557,1,9.583875184,2.43692175,1,1,1,1,1,1,1,1,240.1070995
4245,200,240,400,0.86,0.66,0.159087309,1,9.636555132,2.374411102,1,1,1,1,1,1,1,1,239.9762744
4246,200,240,400,0.86,0.68,0.159966325,1,10.34556994,2.593826728,1,1,1,1,1,1,1,1,239.7783866
4247,200,240,400,0.86,0.7,0.157953321,1,10.34556994,2.585425318,1,1,1,1,1,1,1,1,239.9858606
4248,200,240,400,0.86,0.72,0.141620925,1,10.64443821,2.697749455,0,0,0,0,1,1,1,1,239.9985466
4249,200,240,400,0.86,0.74,0.138545622,1,10.42233474,2.628215156,0,0,0,0,1,1,1,1,240.0834716
4250,200,240,400,0.86,0.76,0.121101197,1,10.96215924,2.846544407,0,0,0,0,1,1,1,1,240.005151
4251,200,240,400,0.86,0.78,0.118987516,1,10.30130522,2.639967953,0,0,0,0,1,1,1,1,239.983068
4252,200,240,400,0.86,0.8,0.101364514,1,11.27410742,3.018055899,0,0,0,0,1,1,1,1,239.9507352
4253,200,240,400,0.86,0.82,0.097111451,1,11.07653897,2.977770553,0,0,0,0,1,1,1,1,240.1596194
4254,200,240,400,0.86,0.84,0.08105876,1,11.17048661,3.054953449,0,0,0,0,1,1,1,1,239.9371569
4255,200,240,400,0.86,0.86,0.077630259,1,10.96194934,3.006677607,0,0,0,0,1,1,1,1,240.0646619
4256,200,240,400,0.86,0.88,0.058351964,1,10.7491169,2.978334938,0,0,0,1,1,1,1,1,240.1594229
4257,200,240,400,0.86,0.9,0.058827326,1,11.2670421,3.156153521,0,0,0,1,1,1,1,1,239.9259647
4258,200,240,400,0.86,0.92,0.038908598,1,11.06983223,3.1180126,0,0,0,1,1,1,1,1,240.0954334
4259,200,240,400,0.86,0.94,0.038007152,1,11.61422731,3.27803843,0,0,0,1,1,1,1,1,240.0018288
4260,200,240,400,0.86,0.96,0.019316193,1,11.84958082,3.214145487,0,0,0,1,1,1,1,1,240.0597274
4261,200,240,400,0.86,0.98,0.017582152,1,12.82616716,3.347867901,0,0,0,0,1,1,1,1,240.0521618
4262,200,240,400,0.86,1,-0.000841642,1,13.29156303,3.132345099,0,0,0,0,1,1,1,1,240.2221199
4263,200,240,400,0.88,0.6,0.199682357,1,9.686109084,2.601333286,1,1,1,1,1,1,1,1,239.941069
4264,200,240,400,0.88,0.62,0.183490163,1,9.704450811,2.526023211,1,1,1,1,1,1,1,1,239.7544074
4265,200,240,400,0.88,0.64,0.181188446,1,11.23217176,3.013123882,1,1,1,1,1,1,1,0,239.8345935
4266,200,240,400,0.88,0.66,0.162573975,1,9.843777842,2.478399386,1,1,1,1,1,1,1,1,239.7989572
4267,200,240,400,0.88,0.68,0.161117499,1,11.1761384,2.937605717,1,1,1,1,1,1,1,0,239.8408825
4268,200,240,400,0.88,0.7,0.159661982,1,10.34556994,2.593496233,1,1,1,1,1,1,1,1,239.8096566
4269,200,240,400,0.88,0.72,0.158370753,1,10.34556994,2.588167226,1,1,1,1,1,1,1,1,239.9536716
4270,200,240,400,0.88,0.74,0.142997184,1,10.35330814,2.609227893,0,0,0,0,1,1,1,1,239.8018801
4271,200,240,400,0.88,0.76,0.141175498,1,11.33196474,2.985328039,0,0,0,0,1,1,1,1,239.8319228
4272,200,240,400,0.88,0.78,0.119384597,1,9.930492422,2.488906121,0,0,0,0,1,1,1,1,240.0994362
4273,200,240,400,0.88,0.8,0.119318928,1,10.4552246,2.695000923,0,0,0,0,1,1,1,1,239.919413
4274,200,240,400,0.88,0.82,0.101757224,1,11.00407024,2.927493357,0,0,0,0,1,1,1,1,239.8900529
4275,200,240,400,0.88,0.84,0.097677295,1,10.80062485,2.872657683,0,0,0,0,1,1,1,1,240.0555242
4276,200,240,400,0.88,0.86,0.081587916,1,11.32489619,3.090331419,0,0,0,0,1,1,1,1,239.867249
4277,200,240,400,0.88,0.88,0.077644489,1,11.12432092,3.032709725,0,0,0,0,1,1,1,1,240.0324815
4278,200,240,400,0.88,0.9,0.060261052,1,12.10611843,3.379551734,0,0,0,0,1,1,1,1,240.0120306
4279,200,240,400,0.88,0.92,0.05868693,1,11.4313027,3.159697216,0,0,0,1,1,1,1,1,239.8984868
4280,200,240,400,0.88,0.94,0.040389708,1,11.99937584,3.347478637,0,0,0,1,1,1,1,1,239.938322
4281,200,240,400,0.88,0.96,0.021689673,1,11.80963488,3.261308045,0,0,0,1,1,1,1,1,240.1264215
4282,200,240,400,0.88,0.98,0.019817164,1,11.98658559,3.043067199,0,0,0,0,1,1,1,1,239.9746004
4283,200,240,400,0.88,1,0.000169617,1,12.97606118,3.293933792,0,0,0,0,1,1,1,1,240.0206174
4284,200,240,400,0.9,0.6,0.203636845,1,9.69792417,2.644202188,1,1,1,1,1,1,1,0,239.763414
4285,200,240,400,0.9,0.62,0.199541823,1,9.677336634,2.569498096,1,1,1,1,1,1,1,1,239.938144
4286,200,240,400,0.9,0.64,0.183603198,1,9.73412345,2.517250404,1,1,1,1,1,1,1,1,239.7124754
4287,200,240,400,0.9,0.66,0.179362122,1,9.650693028,2.442168897,1,1,1,1,1,1,1,1,239.9302953
4288,200,240,400,0.9,0.68,0.161273797,1,11.21221308,2.941604889,1,1,1,1,1,1,1,1,239.9728872
4289,200,240,400,0.9,0.7,0.161343145,1,11.1961693,2.942347593,1,1,1,1,1,1,1,0,239.8123995
4290,200,240,400,0.9,0.72,0.157897322,1,10.34556994,2.590278064,1,1,1,1,1,1,1,1,239.9991212
4291,200,240,400,0.9,0.74,0.159635931,1,10.34556994,2.593738382,1,1,1,1,1,1,1,1,239.8398671
4292,200,240,400,0.9,0.76,0.140322866,1,10.97889683,2.825966373,0,0,0,0,1,1,1,1,240.0684023
4293,200,240,400,0.9,0.78,0.139531851,1,10.29732659,2.595389329,0,0,0,0,1,1,1,1,239.9108314
4294,200,240,400,0.9,0.8,0.120171408,1,11.29828488,2.972285112,0,0,0,0,1,1,1,1,240.0589808
4295,200,240,400,0.9,0.82,0.119515718,1,10.61246354,2.750066529,0,0,0,0,1,1,1,1,239.877835
4296,200,240,400,0.9,0.84,0.099278703,1,10.41213413,2.71107763,0,0,0,0,1,1,1,1,240.0632083
4297,200,240,400,0.9,0.86,0.096641294,1,11.41113084,3.07020035,0,0,0,0,1,1,1,1,240.1591792
4298,200,240,400,0.9,0.88,0.078526031,1,10.74799081,2.870570159,0,0,0,0,1,1,1,1,240.1119763
4299,200,240,400,0.9,0.9,0.064417703,1,11.35481347,3.074132687,0,0,0,0,1,1,1,1,240.3797779
4300,200,240,400,0.9,0.92,0.060297456,1,11.84251069,3.255315846,0,0,0,0,1,1,1,1,239.9810195
4301,200,240,400,0.9,0.94,0.040981397,1,11.64024699,3.171782157,0,0,0,1,1,1,1,1,240.1087926
4302,200,240,400,0.9,0.96,0.038808573,1,11.40793261,3.092130573,0,0,0,1,1,1,1,1,240.0722479
4303,200,240,400,0.9,0.98,0.019930897,1,11.2174049,2.89729246,0,0,0,1,1,1,1,1,240.2038305
4304,200,240,400,0.9,1,0.021716959,1,12.53323192,3.377599023,0,0,0,0,1,1,1,1,239.8445349
4305,200,240,400,0.92,0.6,0.218470264,1,10.38713037,2.912146659,1,1,1,1,0,1,1,1,240.0845067
4306,200,240,400,0.92,0.62,0.200445274,1,10.93817529,2.99558659,1,1,1,1,0,1,1,0,240.0989302
4307,200,240,400,0.92,0.64,0.201230891,1,11.24311377,3.067496306,1,1,1,1,1,1,1,0,239.8149047
4308,200,240,400,0.92,0.66,0.179944104,1,9.651705435,2.516247756,1,1,1,1,1,1,1,1,240.0395148
4309,200,240,400,0.92,0.68,0.179094633,1,9.644413558,2.426051895,1,1,1,1,1,1,1,1,239.9442025
4310,200,240,400,0.92,0.7,0.160294688,1,11.20845906,2.932871673,1,1,1,1,1,1,1,1,240.0656087
4311,200,240,400,0.92,0.72,0.157575456,1,10.74123047,2.747931242,1,1,1,1,1,1,1,1,240.1594514
4312,200,240,400,0.92,0.74,0.159396791,1,10.34556994,2.595100183,1,1,1,1,1,1,1,1,239.8622384
4313,200,240,400,0.92,0.76,0.157553246,1,10.74123047,2.738149484,1,1,1,1,1,1,1,1,240.0813458
4314,200,240,400,0.92,0.78,0.142079549,1,10.68357808,2.736968675,0,0,0,0,1,1,1,1,239.8583331
4315,200,240,400,0.92,0.8,0.140231604,1,11.66333999,3.114625327,0,0,0,0,1,1,1,1,239.8754296
4316,200,240,400,0.92,0.82,0.120699786,1,11.45127077,3.031037654,0,0,0,0,1,1,1,1,239.9891575
4317,200,240,400,0.92,0.84,0.117067829,1,10.81298487,2.815043219,0,0,0,0,1,1,1,1,240.0958128
4318,200,240,400,0.92,0.86,0.100663088,1,11.34242591,3.032200923,0,0,0,0,1,1,1,1,239.941971
4319,200,240,400,0.92,0.88,0.095654992,1,11.17716255,2.970255335,0,0,0,0,1,1,1,1,240.3035203
4320,200,240,400,0.92,0.9,0.079792159,1,10.46149965,2.760362538,0,0,0,0,1,1,1,1,239.9621795
4321,200,240,400,0.92,0.92,0.063695391,1,11.42212746,3.072484307,0,0,0,0,1,1,1,1,239.8217414
4322,200,240,400,0.92,0.94,0.061586246,1,11.98432466,3.263490471,0,0,0,0,1,1,1,1,239.836993
4323,200,240,400,0.92,0.96,0.0413769,1,11.79704094,3.168132278,0,0,0,1,1,1,1,1,240.0370689
4324,200,240,400,0.92,0.98,0.038511679,1,11.59960897,3.074658064,0,0,0,1,1,1,1,1,240.1465769
4325,200,240,400,0.92,1,0.02296913,1,12.1379283,3.196076074,0,0,0,1,1,1,1,1,239.8844203
4326,200,240,400,0.94,0.6,0.221863263,1,10.7702279,3.055899077,1,1,1,1,0,1,1,0,239.9733879
4327,200,240,400,0.94,0.62,0.21843491,1,10.54052938,2.913234474,1,1,1,1,0,1,1,1,240.0743556
4328,200,240,400,0.94,0.64,0.200300178,1,11.09515315,3.013456973,1,1,1,1,0,1,1,0,240.0929042
4329,200,240,400,0.94,0.66,0.198974844,1,10.84935573,2.903822067,1,1,1,1,0,1,1,1,240.0128378
4330,200,240,400,0.94,0.68,0.179110177,1,9.64478978,2.479846102,1,1,1,1,1,1,1,1,240.1192274
4331,200,240,400,0.94,0.7,0.176733558,1,11.10372183,2.926739352,1,1,1,1,1,1,1,1,240.2184817
4332,200,240,400,0.94,0.72,0.158779343,1,9.626303063,2.395807795,1,1,1,1,1,1,1,1,240.1435077
4333,200,240,400,0.94,0.74,0.158416942,1,10.74123047,2.747671126,1,1,1,1,1,1,1,1,240.055555
4334,200,240,400,0.94,0.76,0.157856301,1,10.74123047,2.739046375,1,1,1,1,1,1,1,1,240.0497759
4335,200,240,400,0.94,0.78,0.159247992,1,10.34556994,2.602463988,1,1,1,1,1,1,1,1,239.8921039
4336,200,240,400,0.94,0.8,0.140523214,1,11.29578176,2.952526985,0,0,0,0,1,1,1,1,240.0144075
4337,200,240,400,0.94,0.82,0.137654825,1,10.64498517,2.726183704,0,0,0,0,1,1,1,1,240.0494267
4338,200,240,400,0.94,0.84,0.121187868,1,11.17406665,2.942561988,0,0,0,0,1,1,1,1,239.900034
4339,200,240,400,0.94,0.86,0.118086663,1,10.95465442,2.864487366,0,0,0,0,1,1,1,1,239.9582147
4340,200,240,400,0.94,0.88,0.098571859,1,10.75138878,2.810956375,0,0,0,0,1,1,1,1,240.1035483
4341,200,240,400,0.94,0.9,0.083386178,1,11.26489406,2.991776482,0,0,0,0,1,1,1,1,239.8568225
4342,200,240,400,0.94,0.92,0.080935474,1,11.82993239,3.197148204,0,0,0,0,1,1,1,1,239.8960386
4343,200,240,400,0.94,0.94,0.062021392,1,11.61835334,3.101184928,0,0,0,0,1,1,1,1,239.9731325
4344,200,240,400,0.94,0.96,0.059372587,1,10.96760246,2.877386211,0,0,0,1,1,1,1,1,239.9909813
4345,200,240,400,0.94,0.98,0.043260696,1,11.50673065,3.028481406,0,0,0,1,1,1,1,1,239.8271866
4346,200,240,400,0.94,1,0.038011287,1,11.7009124,3.046649035,0,0,0,1,1,1,1,1,240.1178367
4347,200,240,400,0.96,0.6,0.240321549,1,11.14467315,3.207705195,1,1,1,1,0,1,1,0,239.9217851
4348,200,240,400,0.96,0.62,0.220202281,1,10.94354512,3.04932373,1,1,1,1,0,1,1,0,240.1158127
4349,200,240,400,0.96,0.64,0.220243343,1,11.24898324,3.105656936,1,1,1,1,1,1,1,0,239.9112634
4350,200,240,400,0.96,0.66,0.20338231,1,9.844275327,2.573821022,1,1,1,1,1,1,1,1,239.7061883
4351,200,240,400,0.96,0.68,0.199728786,1,9.650934065,2.475359164,1,1,1,1,1,1,1,1,239.8776577
4352,200,240,400,0.96,0.7,0.182695272,1,10.10066693,2.575867931,1,1,1,1,1,1,1,1,239.7779204
4353,200,240,400,0.96,0.72,0.176360964,1,11.16673037,2.94281985,1,1,1,1,1,1,1,1,240.2299682
4354,200,240,400,0.96,0.74,0.16009102,1,11.20093281,2.921533593,1,1,1,1,1,1,1,1,240.0645917
4355,200,240,400,0.96,0.76,0.1597475,1,10.19325027,2.552047937,1,1,1,1,1,1,1,1,239.8837755
4356,200,240,400,0.96,0.78,0.157465242,1,10.74123047,2.742304545,1,1,1,1,1,1,1,1,240.0803773
4357,200,240,400,0.96,0.8,0.159608891,1,10.45244642,2.647767687,0,0,0,0,1,1,1,1,239.8445743
4358,200,240,400,0.96,0.82,0.138572968,1,10.26850811,2.595065697,0,0,0,0,1,1,1,1,240.1349736
4359,200,240,400,0.96,0.84,0.137463662,1,10.808622,2.788923265,0,0,0,0,1,1,1,1,240.050362
4360,200,240,400,0.96,0.86,0.119027242,1,10.57929923,2.726996143,0,0,0,0,1,1,1,1,240.0477844
4361,200,240,400,0.96,0.88,0.10013966,1,11.16974173,2.93111162,0,0,0,0,1,1,1,1,240.2442999
4362,200,240,400,0.96,0.9,0.098505082,1,10.91765749,2.858176316,0,0,0,0,1,1,1,1,240.101505
4363,200,240,400,0.96,0.92,0.083451193,1,11.42537437,3.03012979,0,0,0,0,1,1,1,1,239.8251213
4364,200,240,400,0.96,0.94,0.079258715,1,10.79641139,2.817095231,0,0,0,0,1,1,1,1,239.9655298
4365,200,240,400,0.96,0.96,0.062044299,1,11.79138868,3.122119111,0,0,0,0,1,1,1,1,239.9960576
4366,200,240,400,0.96,0.98,0.061436978,1,12.32598282,3.291709338,0,0,0,0,1,1,1,1,239.8173393
4367,200,240,400,0.96,1,0.039675805,1,10.8774179,2.780559079,0,0,0,1,1,1,1,1,240.1130297
4368,200,240,400,0.98,0.6,0.242441177,1,10.76592094,3.099867991,1,1,1,1,0,1,1,0,239.9204327
4369,200,240,400,0.98,0.62,0.23822171,1,10.54513062,2.96069311,1,1,1,1,0,1,1,1,240.0903875
4370,200,240,400,0.98,0.64,0.220067762,1,11.09933662,3.048215714,1,1,1,1,0,1,1,0,240.110274
4371,200,240,400,0.98,0.66,0.22153857,1,11.23832008,3.064856493,1,1,1,1,1,1,1,0,239.7689133
4372,200,240,400,0.98,0.68,0.202205264,1,11.22524356,3.007979636,1,1,1,1,1,1,1,1,239.8683879
4373,200,240,400,0.98,0.7,0.19990461,1,9.715735621,2.466216277,1,1,1,1,1,1,1,1,239.8335476
4374,200,240,400,0.98,0.72,0.179048501,1,9.630924897,2.426909747,1,1,1,1,1,1,1,1,240.1076179
4375,200,240,400,0.98,0.74,0.177252626,1,11.19968731,2.948983782,1,1,1,1,1,1,1,1,240.1238639
4376,200,240,400,0.98,0.76,0.159761503,1,9.832903381,2.445330307,1,1,1,1,1,1,1,1,240.0346302
4377,200,240,400,0.98,0.78,0.159550226,1,10.34556994,2.60686704,1,1,1,1,1,1,1,1,239.8944267
4378,200,240,400,0.98,0.8,0.15951894,1,10.34556994,2.610150098,1,1,1,1,1,1,1,1,239.8770489
4379,200,240,400,0.98,0.82,0.160405212,1,11.81703934,3.169569068,0,0,0,0,1,1,1,1,239.8118356
4380,200,240,400,0.98,0.84,0.13889543,1,10.42296229,2.657456175,0,0,0,0,1,1,1,1,240.0817064
4381,200,240,400,0.98,0.86,0.138318144,1,10.95089498,2.846188312,0,0,0,0,1,1,1,1,239.9251125
4382,200,240,400,0.98,0.88,0.118650398,1,10.75225901,2.787688146,0,0,0,0,1,1,1,1,240.0941905
4383,200,240,400,0.98,0.9,0.099826066,1,10.10275129,2.601090925,0,0,0,0,1,1,1,1,240.1288195
4384,200,240,400,0.98,0.92,0.100811568,1,11.82920397,3.175453041,0,0,0,0,1,1,1,1,239.8881098
4385,200,240,400,0.98,0.94,0.080790031,1,11.6400962,3.08009855,0,0,0,0,1,1,1,1,240.0821583
4386,200,240,400,0.98,0.96,0.079315321,1,10.971172,2.844587026,0,0,0,0,1,1,1,1,240.0031787
4387,200,240,400,0.98,0.98,0.0604375,1,11.98809012,3.144126691,0,0,0,0,1,1,1,1,240.0996365
4388,200,240,400,0.98,1,0.059472848,1,11.32377431,2.876456723,0,0,0,1,1,1,1,1,239.9367376
4389,200,240,400,1,0.6,0.258875158,1,10.52464069,3.011935727,1,1,1,1,0,1,1,1,240.0335918
4390,200,240,400,1,0.62,0.241674605,1,10.92638597,3.070092609,1,1,1,1,0,1,1,0,239.9643889
4391,200,240,400,1,0.64,0.240309047,1,11.25022924,3.11994782,1,1,1,1,1,1,1,0,239.8951342
4392,200,240,400,1,0.66,0.219080364,1,9.661099797,2.605054363,1,1,1,1,1,1,1,1,240.1240392
4393,200,240,400,1,0.68,0.220787398,1,11.22802026,3.020409881,1,1,1,1,1,1,1,0,239.8311039
4394,200,240,400,1,0.7,0.199898938,1,9.640108896,2.476812556,1,1,1,1,1,1,1,1,240.0235269
4395,200,240,400,1,0.72,0.198694845,1,9.882260342,2.488085427,1,1,1,1,1,1,1,1,239.9396264
4396,200,240,400,1,0.74,0.179692729,1,9.681671691,2.423160849,1,1,1,1,1,1,1,1,240.0361869
4397,200,240,400,1,0.76,0.177955545,1,10.20677316,2.562407095,1,1,1,1,1,1,1,1,239.9714732
4398,200,240,400,1,0.78,0.16210695,1,10.72439727,2.753036892,1,1,1,1,1,1,1,1,239.8352108
4399,200,240,400,1,0.8,0.159898149,1,10.34556994,2.611246362,1,1,1,1,1,1,1,1,239.8772792
4400,200,240,400,1,0.82,0.15999619,1,10.34556994,2.619598385,1,1,1,1,1,1,1,1,239.8683946
4401,200,240,400,1,0.84,0.158730772,1,10.7835806,2.778806196,0,0,0,0,1,1,1,1,239.8961772
4402,200,240,400,1,0.86,0.140669922,1,11.34197063,2.996293905,0,0,0,0,1,1,1,1,239.9239861
4403,200,240,400,1,0.88,0.12113508,1,11.15414792,2.91793612,0,0,0,0,1,1,1,1,240.1512977
4404,200,240,400,1,0.9,0.119672895,1,10.46263064,2.699808049,0,0,0,0,1,1,1,1,239.94823
4405,200,240,400,1,0.92,0.103455566,1,10.98942713,2.883133396,0,0,0,0,1,1,1,1,239.7846208
4406,200,240,400,1,0.94,0.09906806,1,10.80202303,2.803408721,0,0,0,0,1,1,1,1,239.9932898
